User_ID,User_Persona,Age_Group,City,Device_Type,Bank,Join_Date
U0730,Working Professional,25-34,Kolkata,Android,HDFC Bank,01-10-2024
U0731,Student,21-24,Ludhiana,Android,Kotak Mahindra Bank,21-02-2024
U0732,Working Professional,22-24,Pune,Android,Axis Bank,07-02-2026
U0733,High Spender,50-59,Hyderabad,Android,ICICI Bank,21-11-2025
U0734,Working Professional,22-24,Pune,iOS,HDFC Bank,22-12-2024
U0735,Family User,50-59,Kolkata,Android,Kotak Mahindra Bank,10-02-2024
U0736,Student,21-24,Bengaluru,iOS,ICICI Bank,23-11-2024
U0737,High Spender,30-39,Bengaluru,Android,HDFC Bank,14-04-2025
U0738,High Spender,40-49,Noida,iOS,ICICI Bank,20-02-2026
U0739,Frequent Traveler,35-44,Chandigarh,iOS,HDFC Bank,03-11-2023
U0740,Student,21-24,Ludhiana,Android,State Bank of India,11-07-2024
U0741,Family User,30-39,Ahmedabad,Android,Kotak Mahindra Bank,06-05-2024
U0742,Budget Conscious,25-34,Pune,Android,Kotak Mahindra Bank,05-03-2025
U0743,Family User,30-39,Mumbai,Android,HDFC Bank,29-09-2025
U0744,Budget Conscious,45-54,Chandigarh,iOS,State Bank of India,28-06-2026
U0745,Working Professional,25-34,Kolkata,Android,HDFC Bank,21-03-2024
U0746,Student,21-24,Bengaluru,Android,Axis Bank,14-11-2023
U0747,Student,21-24,Ahmedabad,Android,Axis Bank,13-03-2024
U0748,High Spender,40-49,Delhi,Android,State Bank of India,07-04-2024
U0749,Working Professional,25-34,Ahmedabad,Android,ICICI Bank,10-02-2025
U0750,Student,21-24,Chandigarh,Android,Axis Bank,05-03-2025
U0751,Family User,30-39,Noida,Android,Axis Bank,06-07-2026
U0752,Budget Conscious,45-54,Chandigarh,iOS,Kotak Mahindra Bank,05-12-2023
U0753,Budget Conscious,25-34,Gurgaon,Android,Axis Bank,04-03-2026
U0754,Student,18-20,Bengaluru,Android,ICICI Bank,23-11-2025
U0755,Frequent Traveler,25-34,Delhi,Android,State Bank of India,23-02-2024
U0756,Budget Conscious,35-44,Chandigarh,iOS,Kotak Mahindra Bank,20-03-2025
U0757,Working Professional,22-24,Jaipur,Android,State Bank of India,27-08-2024
U0758,Working Professional,25-34,Bengaluru,iOS,Axis Bank,11-03-2024
U0759,Family User,40-49,Chandigarh,Android,State Bank of India,12-04-2024
U0760,Budget Conscious,45-54,Mumbai,Android,Axis Bank,31-10-2024
U0761,Student,18-20,Noida,Android,ICICI Bank,16-06-2026
U0762,Working Professional,25-34,Ludhiana,Android,HDFC Bank,05-11-2025
U0763,Working Professional,22-24,Jaipur,Android,HDFC Bank,17-03-2026
U0764,Working Professional,35-44,Gurgaon,Android,State Bank of India,28-04-2025
U0765,Working Professional,25-34,Chandigarh,Android,ICICI Bank,08-03-2026
U0766,Working Professional,35-44,Ludhiana,iOS,Axis Bank,09-04-2025
U0767,Family User,30-39,Ludhiana,iOS,State Bank of India,04-04-2025
U0768,Family User,50-59,Kolkata,Android,HDFC Bank,06-03-2026
U0769,Working Professional,25-34,Gurgaon,Android,State Bank of India,10-08-2024
U0770,Working Professional,35-44,Jaipur,Android,ICICI Bank,19-07-2024
U0771,Family User,30-39,Delhi,Android,Kotak Mahindra Bank,17-12-2023
U0772,Working Professional,25-34,Jaipur,Android,HDFC Bank,20-02-2026
U0773,Family User,40-49,Gurgaon,iOS,Axis Bank,12-04-2025
U0774,Working Professional,22-24,Kolkata,Android,Kotak Mahindra Bank,16-10-2025
U0775,Frequent Traveler,35-44,Ahmedabad,Android,Kotak Mahindra Bank,25-08-2024
U0776,Family User,40-49,Jaipur,Android,State Bank of India,05-06-2024
U0777,Frequent Traveler,45-54,Ludhiana,Android,HDFC Bank,02-05-2025
U0778,Working Professional,35-44,Gurgaon,Android,Kotak Mahindra Bank,07-03-2026
U0779,Budget Conscious,25-34,Jaipur,iOS,HDFC Bank,29-06-2025
U0780,Working Professional,22-24,Ahmedabad,iOS,Axis Bank,02-12-2024
U0781,Budget Conscious,35-44,Chandigarh,Android,State Bank of India,18-06-2025
U0782,Working Professional,22-24,Hyderabad,Android,Kotak Mahindra Bank,02-08-2025
U0783,Family User,50-59,Mumbai,Android,ICICI Bank,09-02-2024
U0784,Family User,50-59,Pune,Android,Axis Bank,30-08-2023
U0785,Student,18-20,Bengaluru,iOS,State Bank of India,14-09-2023
U0786,Working Professional,35-44,Hyderabad,Android,ICICI Bank,28-01-2025
U0787,Budget Conscious,35-44,Chandigarh,Android,ICICI Bank,04-04-2025
U0788,Working Professional,22-24,Delhi,Android,ICICI Bank,30-01-2025
U0789,Budget Conscious,25-34,Kolkata,Android,Axis Bank,11-02-2025
U0790,Budget Conscious,25-34,Bengaluru,Android,Axis Bank,20-04-2024
U0791,Working Professional,25-34,Pune,Android,Kotak Mahindra Bank,11-09-2025
U0792,Student,21-24,Delhi,iOS,Kotak Mahindra Bank,22-01-2025
U0793,Student,18-20,Jaipur,Android,ICICI Bank,17-06-2026
U0794,Budget Conscious,35-44,Gurgaon,Android,Axis Bank,17-11-2025
U0795,Family User,40-49,Bengaluru,Android,HDFC Bank,08-12-2025
U0796,Working Professional,25-34,Hyderabad,Android,Kotak Mahindra Bank,31-08-2023
U0797,Family User,40-49,Jaipur,iOS,State Bank of India,24-10-2024
U0798,High Spender,40-49,Chandigarh,Android,ICICI Bank,12-06-2025
U0799,High Spender,40-49,Delhi,Android,ICICI Bank,21-05-2026
U0800,Working Professional,22-24,Kolkata,Android,HDFC Bank,08-04-2025
U0801,Working Professional,35-44,Delhi,Android,State Bank of India,11-11-2025
U0802,Budget Conscious,45-54,Delhi,Android,HDFC Bank,31-03-2026
U0803,Family User,50-59,Delhi,Android,HDFC Bank,29-06-2026
U0804,Working Professional,25-34,Mumbai,Android,Axis Bank,12-07-2025
U0805,Budget Conscious,25-34,Ahmedabad,Android,HDFC Bank,27-03-2025
U0806,Working Professional,35-44,Mumbai,Android,State Bank of India,25-09-2023
U0807,Family User,50-59,Bengaluru,Android,HDFC Bank,17-01-2024
U0808,Family User,50-59,Mumbai,Android,HDFC Bank,23-09-2023
U0809,Working Professional,35-44,Noida,Android,Kotak Mahindra Bank,06-02-2025
U0810,High Spender,40-49,Ahmedabad,Android,ICICI Bank,12-01-2024
U0811,Student,21-24,Noida,Android,Axis Bank,16-12-2023
U0812,Working Professional,22-24,Delhi,Android,HDFC Bank,24-06-2024
U0813,Frequent Traveler,45-54,Hyderabad,Android,HDFC Bank,02-01-2024
U0814,Budget Conscious,25-34,Ahmedabad,Android,State Bank of India,27-12-2024
U0815,Family User,40-49,Gurgaon,Android,HDFC Bank,19-06-2024
U0816,Student,18-20,Delhi,iOS,State Bank of India,29-08-2023
U0817,Frequent Traveler,35-44,Pune,Android,HDFC Bank,14-01-2026
U0818,Frequent Traveler,25-34,Delhi,iOS,ICICI Bank,17-11-2023
U0819,Working Professional,25-34,Kolkata,Android,HDFC Bank,22-01-2024
U0820,Working Professional,25-34,Bengaluru,Android,Axis Bank,22-08-2024
U0821,High Spender,40-49,Pune,Android,Axis Bank,14-06-2026
U0822,Budget Conscious,45-54,Bengaluru,Android,HDFC Bank,15-09-2024
U0823,High Spender,30-39,Mumbai,Android,Kotak Mahindra Bank,13-03-2026
U0824,Working Professional,35-44,Jaipur,Android,Kotak Mahindra Bank,13-05-2025
U0825,Working Professional,25-34,Kolkata,Android,ICICI Bank,09-04-2025
U0826,Working Professional,25-34,Mumbai,iOS,Axis Bank,07-01-2026
U0827,Student,21-24,Jaipur,Android,Kotak Mahindra Bank,05-05-2025
U0828,Budget Conscious,45-54,Ahmedabad,Android,State Bank of India,14-11-2025
U0829,Family User,50-59,Ahmedabad,Android,Axis Bank,22-02-2025
U0830,Family User,30-39,Hyderabad,Android,Axis Bank,09-07-2026
U0831,Student,18-20,Delhi,Android,ICICI Bank,05-05-2024
U0832,Family User,40-49,Hyderabad,iOS,HDFC Bank,13-04-2026
U0833,Budget Conscious,35-44,Noida,Android,State Bank of India,16-09-2023
U0834,Student,18-20,Ludhiana,Android,Axis Bank,01-01-2026
U0835,Frequent Traveler,25-34,Hyderabad,Android,Kotak Mahindra Bank,07-04-2024
U0836,Working Professional,25-34,Hyderabad,Android,Axis Bank,03-11-2024
U0837,Budget Conscious,25-34,Mumbai,Android,HDFC Bank,29-06-2026
U0838,Family User,30-39,Mumbai,Android,Kotak Mahindra Bank,05-06-2024
U0839,Family User,50-59,Ludhiana,Android,Axis Bank,10-03-2024
U0840,High Spender,40-49,Delhi,Android,Axis Bank,17-01-2026
U0841,Working Professional,35-44,Kolkata,Android,State Bank of India,31-10-2024
U0842,Budget Conscious,25-34,Mumbai,Android,ICICI Bank,23-12-2025
U0843,Student,21-24,Jaipur,iOS,State Bank of India,10-02-2026
U0844,Family User,40-49,Ahmedabad,Android,ICICI Bank,21-01-2025
U0845,Working Professional,35-44,Ahmedabad,Android,HDFC Bank,18-10-2023
U0846,Working Professional,22-24,Noida,Android,Axis Bank,20-04-2024
U0847,Working Professional,22-24,Ahmedabad,Android,Axis Bank,28-09-2025
U0848,Student,18-20,Hyderabad,Android,Kotak Mahindra Bank,16-01-2025
U0849,High Spender,30-39,Hyderabad,Android,HDFC Bank,28-02-2026
U0850,Family User,40-49,Kolkata,Android,Kotak Mahindra Bank,19-10-2025
U0851,Budget Conscious,25-34,Ahmedabad,Android,ICICI Bank,31-12-2024
U0852,Student,21-24,Ludhiana,iOS,Axis Bank,09-05-2024
U0853,High Spender,50-59,Noida,Android,State Bank of India,29-11-2024
U0854,High Spender,40-49,Bengaluru,Android,Kotak Mahindra Bank,08-05-2026
U0855,Budget Conscious,45-54,Ludhiana,Android,Kotak Mahindra Bank,14-04-2025
U0856,Frequent Traveler,45-54,Ahmedabad,iOS,ICICI Bank,30-07-2025
U0857,Working Professional,35-44,Ahmedabad,Android,State Bank of India,20-06-2024
U0858,High Spender,30-39,Ahmedabad,Android,ICICI Bank,10-03-2025
U0859,Family User,50-59,Jaipur,Android,HDFC Bank,22-11-2025
U0860,Budget Conscious,45-54,Hyderabad,Android,Axis Bank,30-03-2024
U0861,Family User,50-59,Gurgaon,iOS,Axis Bank,15-06-2026
U0862,Frequent Traveler,45-54,Mumbai,Android,ICICI Bank,11-04-2024
U0863,Student,18-20,Noida,Android,ICICI Bank,28-05-2025
U0864,High Spender,50-59,Gurgaon,Android,HDFC Bank,24-06-2024
U0865,Budget Conscious,35-44,Noida,Android,HDFC Bank,12-03-2024
U0866,Working Professional,25-34,Mumbai,Android,Kotak Mahindra Bank,09-05-2026
U0867,Frequent Traveler,45-54,Jaipur,Android,ICICI Bank,27-02-2024
U0868,Family User,50-59,Gurgaon,Android,HDFC Bank,13-11-2023
U0869,High Spender,40-49,Pune,iOS,State Bank of India,06-03-2026
U0870,High Spender,30-39,Delhi,Android,ICICI Bank,01-04-2026
U0871,Family User,40-49,Noida,iOS,State Bank of India,16-01-2025
U0872,Budget Conscious,45-54,Ahmedabad,Android,ICICI Bank,18-05-2025
U0873,Working Professional,22-24,Jaipur,Android,ICICI Bank,05-01-2026
U0874,Budget Conscious,25-34,Pune,Android,State Bank of India,25-12-2025
U0875,Family User,30-39,Bengaluru,Android,State Bank of India,13-03-2025
U0876,Student,21-24,Ahmedabad,iOS,HDFC Bank,26-11-2024
U0877,Student,21-24,Kolkata,Android,Kotak Mahindra Bank,08-10-2023
U0878,Frequent Traveler,35-44,Hyderabad,Android,Kotak Mahindra Bank,03-07-2025
U0879,Working Professional,35-44,Chandigarh,Android,ICICI Bank,19-03-2024
U0880,Family User,50-59,Bengaluru,Android,Kotak Mahindra Bank,21-06-2024
U0881,Working Professional,25-34,Noida,iOS,State Bank of India,28-05-2025
U0882,Working Professional,25-34,Noida,iOS,Kotak Mahindra Bank,01-07-2025
U0883,Family User,50-59,Jaipur,Android,State Bank of India,17-07-2025
U0884,Working Professional,35-44,Kolkata,iOS,ICICI Bank,31-01-2026
U0885,High Spender,50-59,Chandigarh,Android,HDFC Bank,25-04-2024
U0886,Working Professional,35-44,Ahmedabad,Android,Kotak Mahindra Bank,27-01-2025
U0887,Frequent Traveler,35-44,Ludhiana,Android,Axis Bank,14-04-2024
U0888,Working Professional,25-34,Jaipur,Android,Kotak Mahindra Bank,25-04-2026
U0889,Student,18-20,Bengaluru,iOS,Kotak Mahindra Bank,04-07-2024
U0890,Family User,50-59,Mumbai,Android,ICICI Bank,19-06-2026
U0891,Frequent Traveler,35-44,Mumbai,Android,Axis Bank,13-04-2025
U0892,Family User,30-39,Ahmedabad,Android,HDFC Bank,06-06-2025
U0893,Working Professional,25-34,Delhi,Android,HDFC Bank,06-12-2025
U0894,Student,21-24,Ludhiana,Android,ICICI Bank,23-04-2025
U0895,High Spender,40-49,Pune,Android,Axis Bank,03-03-2026
U0896,Working Professional,22-24,Pune,Android,Kotak Mahindra Bank,13-04-2026
U0897,Student,18-20,Ahmedabad,Android,HDFC Bank,17-04-2024
U0898,Working Professional,35-44,Mumbai,Android,State Bank of India,03-12-2023
U0899,Family User,40-49,Hyderabad,Android,HDFC Bank,24-06-2026
U0900,Working Professional,35-44,Noida,Android,Axis Bank,16-07-2024
U0901,Budget Conscious,45-54,Gurgaon,iOS,ICICI Bank,06-05-2024
U0902,Working Professional,35-44,Jaipur,Android,HDFC Bank,11-01-2024
U0903,Family User,50-59,Bengaluru,Android,HDFC Bank,08-08-2025
U0904,Family User,40-49,Ludhiana,Android,HDFC Bank,21-02-2024
U0905,Working Professional,35-44,Ahmedabad,iOS,State Bank of India,27-07-2025
U0906,Working Professional,35-44,Ludhiana,Android,ICICI Bank,20-03-2025
U0907,Working Professional,25-34,Noida,Android,Kotak Mahindra Bank,26-10-2024
U0908,Frequent Traveler,45-54,Hyderabad,Android,HDFC Bank,22-11-2024
U0909,Working Professional,22-24,Gurgaon,Android,Kotak Mahindra Bank,24-11-2023
U0910,Working Professional,25-34,Chandigarh,Android,ICICI Bank,26-12-2023
U0911,Student,18-20,Noida,Android,Axis Bank,21-01-2026
U0912,Working Professional,35-44,Gurgaon,Android,ICICI Bank,28-04-2024
U0913,Family User,40-49,Chandigarh,iOS,ICICI Bank,09-07-2024
U0914,Student,18-20,Noida,Android,Axis Bank,02-06-2025
U0915,Working Professional,25-34,Bengaluru,Android,State Bank of India,25-04-2024
U0916,Frequent Traveler,35-44,Hyderabad,Android,State Bank of India,30-11-2024
U0917,Working Professional,22-24,Bengaluru,Android,HDFC Bank,09-02-2025
U0918,Frequent Traveler,25-34,Ludhiana,Android,HDFC Bank,05-04-2025
U0919,Budget Conscious,25-34,Ludhiana,Android,Kotak Mahindra Bank,23-01-2024
U0920,Family User,50-59,Noida,iOS,Kotak Mahindra Bank,05-04-2026
U0921,Working Professional,35-44,Hyderabad,Android,ICICI Bank,27-04-2024
U0922,Working Professional,22-24,Kolkata,Android,State Bank of India,23-05-2026
U0923,Student,18-20,Pune,Android,HDFC Bank,27-07-2025
U0924,Family User,50-59,Jaipur,Android,Kotak Mahindra Bank,15-09-2025
U0925,Student,18-20,Bengaluru,Android,Kotak Mahindra Bank,09-08-2025
U0926,Family User,30-39,Ahmedabad,Android,State Bank of India,01-02-2024
U0927,Student,21-24,Noida,Android,State Bank of India,31-08-2023
U0928,Working Professional,35-44,Noida,Android,State Bank of India,26-05-2025
U0929,Working Professional,25-34,Delhi,Android,State Bank of India,09-11-2024
U0930,Student,21-24,Ahmedabad,Android,Kotak Mahindra Bank,08-03-2025
U0931,Family User,40-49,Jaipur,Android,Kotak Mahindra Bank,24-11-2023
U0932,Family User,30-39,Ludhiana,Android,ICICI Bank,20-07-2024
U0933,Family User,40-49,Chandigarh,Android,Axis Bank,25-04-2025
U0934,Frequent Traveler,25-34,Ludhiana,iOS,Axis Bank,06-05-2025
U0935,Student,18-20,Ludhiana,Android,ICICI Bank,28-09-2025
U0936,Student,18-20,Chandigarh,Android,HDFC Bank,15-12-2023
U0937,Family User,40-49,Chandigarh,Android,Axis Bank,30-11-2023
U0938,Family User,40-49,Noida,Android,Axis Bank,14-11-2024
U0939,Student,18-20,Bengaluru,Android,ICICI Bank,24-12-2025
U0940,Student,18-20,Kolkata,Android,ICICI Bank,25-06-2025
U0941,Working Professional,22-24,Ludhiana,iOS,Kotak Mahindra Bank,23-04-2024
U0942,High Spender,50-59,Delhi,iOS,State Bank of India,10-06-2026
U0943,High Spender,30-39,Hyderabad,Android,Axis Bank,14-02-2024
U0944,Frequent Traveler,25-34,Noida,iOS,Kotak Mahindra Bank,17-10-2025
U0945,Student,18-20,Kolkata,Android,State Bank of India,04-01-2025
U0946,Student,21-24,Hyderabad,Android,HDFC Bank,07-05-2024
U0947,Working Professional,25-34,Bengaluru,Android,ICICI Bank,09-02-2024
U0948,Family User,50-59,Jaipur,Android,ICICI Bank,27-09-2024
U0949,Family User,30-39,Hyderabad,iOS,Kotak Mahindra Bank,22-01-2025
U0950,Student,18-20,Mumbai,Android,ICICI Bank,27-10-2023
U0951,High Spender,50-59,Delhi,iOS,Axis Bank,27-01-2025
U0952,Family User,40-49,Delhi,Android,Axis Bank,11-04-2026
U0953,Working Professional,25-34,Pune,Android,Kotak Mahindra Bank,31-12-2024
U0954,Student,18-20,Gurgaon,Android,ICICI Bank,13-01-2026
U0955,High Spender,30-39,Gurgaon,Android,Kotak Mahindra Bank,28-09-2024
U0956,Working Professional,22-24,Delhi,Android,HDFC Bank,10-12-2023
U0957,Family User,30-39,Ludhiana,Android,ICICI Bank,07-10-2023
U0958,Budget Conscious,35-44,Pune,Android,ICICI Bank,08-01-2025
U0959,Working Professional,35-44,Gurgaon,Android,Kotak Mahindra Bank,01-05-2025
U0960,Working Professional,25-34,Kolkata,Android,Axis Bank,25-06-2026
U0961,Budget Conscious,35-44,Ludhiana,Android,Axis Bank,05-11-2023
U0962,Student,21-24,Gurgaon,iOS,Kotak Mahindra Bank,16-02-2024
U0963,Working Professional,35-44,Pune,Android,HDFC Bank,09-06-2026
U0964,Budget Conscious,35-44,Ahmedabad,iOS,HDFC Bank,20-11-2025
U0965,Working Professional,25-34,Chandigarh,Android,Kotak Mahindra Bank,18-10-2024
U0966,Budget Conscious,45-54,Delhi,Android,HDFC Bank,10-12-2023
U0967,Frequent Traveler,25-34,Hyderabad,iOS,Axis Bank,13-11-2023
U0968,Student,21-24,Noida,Android,Kotak Mahindra Bank,01-07-2026
U0969,Student,21-24,Pune,Android,Kotak Mahindra Bank,08-04-2026
U0970,Working Professional,35-44,Delhi,iOS,ICICI Bank,28-03-2026
U0971,Family User,40-49,Delhi,Android,Kotak Mahindra Bank,03-07-2025
U0972,Working Professional,22-24,Kolkata,Android,ICICI Bank,04-09-2024
U0973,Family User,50-59,Delhi,Android,HDFC Bank,17-11-2025
U0974,High Spender,30-39,Gurgaon,Android,State Bank of India,04-05-2025
U0975,Family User,40-49,Kolkata,Android,HDFC Bank,07-04-2026
U0976,Budget Conscious,25-34,Mumbai,Android,Kotak Mahindra Bank,08-12-2025
U0977,High Spender,40-49,Chandigarh,iOS,State Bank of India,15-02-2026
U0978,Working Professional,22-24,Hyderabad,iOS,Kotak Mahindra Bank,18-06-2025
U0979,Student,18-20,Pune,Android,Kotak Mahindra Bank,09-06-2026
U0980,Student,21-24,Chandigarh,iOS,Kotak Mahindra Bank,06-01-2025
U0981,High Spender,50-59,Kolkata,Android,Axis Bank,23-10-2023
U0982,High Spender,50-59,Hyderabad,Android,State Bank of India,18-10-2025
U0983,High Spender,40-49,Jaipur,Android,Kotak Mahindra Bank,06-07-2025
U0984,Frequent Traveler,35-44,Mumbai,Android,Axis Bank,09-04-2025
U0985,Family User,30-39,Jaipur,Android,State Bank of India,03-06-2025
U0986,Working Professional,25-34,Ludhiana,Android,State Bank of India,11-11-2023
U0987,Working Professional,22-24,Pune,Android,State Bank of India,01-06-2024
U0988,Student,18-20,Hyderabad,Android,ICICI Bank,02-03-2025
U0989,Frequent Traveler,35-44,Bengaluru,iOS,ICICI Bank,27-01-2025
U0990,Working Professional,22-24,Noida,Android,State Bank of India,20-10-2024
U0991,Working Professional,22-24,Noida,iOS,State Bank of India,01-08-2025
U0992,Student,18-20,Mumbai,iOS,Axis Bank,01-07-2024
U0993,Family User,50-59,Delhi,iOS,State Bank of India,28-01-2026
U0994,Family User,40-49,Kolkata,iOS,Axis Bank,09-03-2026
U0995,Student,21-24,Pune,Android,Kotak Mahindra Bank,19-09-2024
U0996,Student,21-24,Hyderabad,iOS,HDFC Bank,27-05-2025
U0997,Family User,40-49,Jaipur,Android,Axis Bank,16-02-2026
U0998,High Spender,50-59,Ludhiana,Android,HDFC Bank,22-08-2025
U0999,Student,18-20,Pune,Android,State Bank of India,25-03-2024
U1000,Working Professional,25-34,Bengaluru,Android,ICICI Bank,15-06-2025
U1001,Working Professional,35-44,Chandigarh,Android,Axis Bank,02-03-2024
U1002,Working Professional,25-34,Ahmedabad,Android,State Bank of India,24-12-2023
U1003,Frequent Traveler,35-44,Hyderabad,Android,ICICI Bank,11-07-2025
U1004,High Spender,50-59,Noida,Android,State Bank of India,13-10-2024
U1005,Frequent Traveler,45-54,Pune,iOS,ICICI Bank,22-05-2024
U1006,Student,18-20,Hyderabad,Android,ICICI Bank,08-09-2023
U1007,Working Professional,22-24,Jaipur,Android,State Bank of India,29-07-2024
U1008,Budget Conscious,35-44,Gurgaon,Android,Kotak Mahindra Bank,15-10-2024
U1009,Student,18-20,Ahmedabad,Android,ICICI Bank,22-12-2024
U1010,Frequent Traveler,35-44,Jaipur,Android,State Bank of India,24-06-2026
U1011,Working Professional,25-34,Ludhiana,Android,State Bank of India,19-05-2024
U1012,Working Professional,25-34,Mumbai,Android,Kotak Mahindra Bank,18-05-2024
U1013,Student,18-20,Gurgaon,Android,Kotak Mahindra Bank,08-06-2026
U1014,Working Professional,35-44,Hyderabad,iOS,Axis Bank,04-07-2025
U1015,Family User,40-49,Jaipur,iOS,ICICI Bank,02-03-2024
U1016,Family User,40-49,Pune,Android,Kotak Mahindra Bank,29-11-2024
U1017,Working Professional,22-24,Mumbai,Android,ICICI Bank,12-08-2023
U1018,Working Professional,35-44,Gurgaon,Android,Kotak Mahindra Bank,24-11-2024
U1019,Family User,40-49,Hyderabad,Android,State Bank of India,26-05-2026
U1020,Budget Conscious,45-54,Hyderabad,Android,ICICI Bank,11-03-2026
U1021,Frequent Traveler,25-34,Ahmedabad,Android,State Bank of India,21-04-2024
U1022,High Spender,50-59,Ahmedabad,Android,ICICI Bank,09-04-2026
U1023,Working Professional,22-24,Mumbai,iOS,Axis Bank,14-07-2024
U1024,Family User,30-39,Pune,Android,HDFC Bank,03-11-2023
U1025,Student,18-20,Mumbai,Android,Axis Bank,11-01-2026
U1026,Working Professional,22-24,Ahmedabad,Android,ICICI Bank,12-07-2025
U1027,Student,18-20,Delhi,Android,State Bank of India,14-05-2025
U1028,Frequent Traveler,35-44,Hyderabad,Android,Kotak Mahindra Bank,07-03-2025
U1029,High Spender,50-59,Hyderabad,Android,Kotak Mahindra Bank,27-09-2025
U1030,Student,21-24,Jaipur,Android,Kotak Mahindra Bank,14-07-2024
U1031,Working Professional,35-44,Jaipur,Android,State Bank of India,05-04-2026
U1032,Working Professional,22-24,Mumbai,Android,State Bank of India,07-04-2024
U1033,Working Professional,22-24,Gurgaon,Android,Kotak Mahindra Bank,06-01-2025
U1034,Frequent Traveler,25-34,Chandigarh,Android,Kotak Mahindra Bank,23-01-2026
U1035,Student,21-24,Hyderabad,Android,Axis Bank,13-11-2023
U1036,Budget Conscious,45-54,Noida,Android,Kotak Mahindra Bank,09-04-2026
U1037,Working Professional,25-34,Ludhiana,Android,ICICI Bank,24-01-2025
U1038,Student,21-24,Pune,Android,HDFC Bank,22-08-2025
U1039,Working Professional,22-24,Ludhiana,Android,Kotak Mahindra Bank,14-12-2025
U1040,Frequent Traveler,45-54,Gurgaon,Android,Kotak Mahindra Bank,18-04-2026
U1041,Frequent Traveler,35-44,Noida,iOS,ICICI Bank,22-11-2024
U1042,Student,18-20,Jaipur,Android,Axis Bank,30-08-2025
U1043,Working Professional,35-44,Hyderabad,Android,HDFC Bank,02-11-2023
U1044,Student,18-20,Bengaluru,iOS,State Bank of India,04-08-2024
U1045,Working Professional,35-44,Hyderabad,Android,ICICI Bank,30-08-2023
U1046,Student,18-20,Hyderabad,Android,Axis Bank,25-11-2025
U1047,Working Professional,25-34,Chandigarh,Android,HDFC Bank,09-04-2024
U1048,Working Professional,22-24,Delhi,Android,Axis Bank,22-10-2024
U1049,Student,21-24,Bengaluru,Android,State Bank of India,09-04-2025
U1050,Frequent Traveler,25-34,Mumbai,iOS,ICICI Bank,23-12-2023
U1051,Working Professional,25-34,Noida,Android,HDFC Bank,21-04-2024
U1052,Student,18-20,Ludhiana,Android,ICICI Bank,22-09-2025
U1053,Working Professional,35-44,Gurgaon,iOS,ICICI Bank,07-10-2025
U1054,Family User,30-39,Ahmedabad,iOS,Kotak Mahindra Bank,16-12-2023
U1055,Student,21-24,Jaipur,Android,State Bank of India,30-06-2024
U1056,Frequent Traveler,45-54,Noida,iOS,ICICI Bank,13-02-2025
U1057,Family User,40-49,Delhi,Android,State Bank of India,29-05-2026
U1058,Family User,40-49,Noida,Android,HDFC Bank,18-07-2025
U1059,Family User,50-59,Hyderabad,Android,ICICI Bank,15-10-2025
U1060,Working Professional,22-24,Noida,Android,HDFC Bank,10-06-2026
U1061,Budget Conscious,35-44,Jaipur,Android,State Bank of India,11-02-2025
U1062,Family User,50-59,Ludhiana,Android,ICICI Bank,11-01-2024
U1063,Working Professional,25-34,Ludhiana,Android,State Bank of India,29-12-2023
U1064,Frequent Traveler,35-44,Ahmedabad,Android,Axis Bank,23-10-2025
U1065,Working Professional,22-24,Gurgaon,iOS,Axis Bank,22-10-2024
U1066,Budget Conscious,45-54,Gurgaon,Android,Axis Bank,17-05-2025
U1067,Student,18-20,Ludhiana,Android,Axis Bank,23-06-2025
U1068,Working Professional,35-44,Ludhiana,Android,Kotak Mahindra Bank,10-01-2025
U1069,Student,21-24,Gurgaon,Android,Axis Bank,28-07-2024
U1070,Student,21-24,Ahmedabad,Android,HDFC Bank,24-09-2023
U1071,Family User,40-49,Kolkata,Android,HDFC Bank,09-08-2025
U1072,Family User,50-59,Pune,Android,Axis Bank,24-09-2024
U1073,Budget Conscious,25-34,Kolkata,Android,Axis Bank,05-01-2024
U1074,Family User,30-39,Mumbai,Android,HDFC Bank,30-06-2025
U1075,Student,18-20,Bengaluru,iOS,ICICI Bank,14-11-2024
U1076,Student,18-20,Mumbai,Android,Axis Bank,09-05-2025
U1077,Family User,50-59,Kolkata,Android,State Bank of India,20-11-2025
U1078,Student,18-20,Kolkata,Android,HDFC Bank,10-12-2024
U1079,High Spender,30-39,Jaipur,Android,HDFC Bank,17-05-2025
U1080,Working Professional,35-44,Delhi,Android,Axis Bank,15-02-2024
U1081,Frequent Traveler,45-54,Delhi,iOS,State Bank of India,15-01-2026
U1082,Family User,50-59,Mumbai,iOS,HDFC Bank,20-05-2026
U1083,High Spender,50-59,Mumbai,Android,ICICI Bank,27-12-2025
U1084,Family User,30-39,Noida,Android,ICICI Bank,15-08-2024
U1085,Family User,30-39,Ludhiana,Android,Axis Bank,23-09-2024
U1086,Budget Conscious,45-54,Kolkata,Android,Axis Bank,23-05-2026
U1087,Budget Conscious,35-44,Mumbai,Android,ICICI Bank,29-02-2024
U1088,Family User,50-59,Chandigarh,Android,Kotak Mahindra Bank,30-06-2026
U1089,High Spender,40-49,Chandigarh,iOS,Kotak Mahindra Bank,12-04-2025
U1090,High Spender,40-49,Chandigarh,Android,Axis Bank,15-06-2026
U1091,Frequent Traveler,35-44,Kolkata,Android,Kotak Mahindra Bank,01-04-2026
